18:38:56 - 来自: main.py:1745 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x0000012E1258A040>'}
18:39:21 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(461, 27, 1121, 82)])
18:39:21 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(361, 29, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (361, 31, 1121, 82)]', 'distance': '25'}
18:39:21 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(361, 29, 1121, 82)])
18:39:21 -             来自: main.py:387 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: 2A6
18:39:21 -         来自: main.py:707 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 2A6
18:39:21 -         来自: main.py:722 - before_start                     | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000012E13F655E0>'}
18:39:21 -             来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
18:39:21 -             来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:21 -             来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
18:39:21 -             来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:21 -             来自: main.py:666 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
18:39:21 -             来自: main.py:666 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:21 -             来自: main.py:669 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
18:39:21 -             来自: main.py:669 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:21 -             来自: main.py:672 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
18:39:22 -             来自: main.py:672 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:22 -             来自: main.py:675 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
18:39:22 -             来自: main.py:675 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:22 -             来自: main.py:678 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
18:39:22 -             来自: main.py:678 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:22 -             来自: main.py:681 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
18:39:22 -             来自: main.py:681 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:22 -             来自: main.py:684 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
18:39:22 -             来自: main.py:684 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:22 -             来自: main.py:687 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
18:39:22 -             来自: main.py:687 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:22 -         来自: main.py:722 - before_start                     | 函数返回            | __main__.detect_start_btn                | 返回值: None
18:39:22 -         来自: main.py:707 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000012E13F655E0>'}
18:39:22 -             来自: main.py:387 - find_my_cards                    | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x0000012E13F655E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(54, 481, 1121, 82)', 'mark': 'm', 'confidence': '0.8'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(95, 26, 1121, 82), (94, 27, 1121, 82), (95, 27, 1121, 82), (95, 28, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(95, 26, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(97, 27, 1121, 82), (98, 27, 1121, 82), (96, 28, 1121, 82), (97, 28, 1121, 82), (98, 28, 1121, 82), (97, 29, 1121, 82), (98, 29, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(97, 27, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(149, 30, 1121, 82), (150, 30, 1121, 82), (151, 30, 1121, 82), (149, 31, 1121, 82), (150, 31, 1121, 82), (151, 31, 1121, 82), (149, 32, 1121, 82), (150, 32, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(149, 30, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(201, 27, 1121, 82), (202, 27, 1121, 82), (201, 28, 1121, 82), (202, 28, 1121, 82), (201, 29, 1121, 82), (202, 29, 1121, 82), (203, 29, 1121, 82), (253, 29, 1121, 82), (201, 30, 1121, 82), (202, 30, 1121, 82), (203, 30, 1121, 82), (253, 30, 1121, 82), (201, 31, 1121, 82), (202, 31, 1121, 82), (253, 31, 1121, 82), (201, 32, 1121, 82), (202, 32, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(201, 27, 1121, 82), (253, 29, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(305, 29, 1121, 82), (304, 30, 1121, 82), (305, 30, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(305, 29, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(408, 29, 1121, 82), (357, 30, 1121, 82), (407, 30, 1121, 82), (408, 30, 1121, 82), (409, 30, 1121, 82), (356, 31, 1121, 82), (357, 31, 1121, 82), (407, 31, 1121, 82), (408, 31, 1121, 82), (409, 31, 1121, 82), (357, 32, 1121, 82), (407, 32, 1121, 82), (408, 32, 1121, 82), (409, 32, 1121, 82), (408, 33, 1121, 82), (409, 33, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(408, 29, 1121, 82), (357, 30, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(460, 29, 1121, 82), (460, 30, 1121, 82), (461, 30, 1121, 82), (460, 31, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(460, 29, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(512, 28, 1121, 82), (563, 28, 1121, 82), (511, 29, 1121, 82), (512, 29, 1121, 82), (563, 29, 1121, 82), (564, 29, 1121, 82), (511, 30, 1121, 82), (512, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (511, 31, 1121, 82), (512, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (511, 32, 1121, 82), (512, 32, 1121, 82), (563, 32, 1121, 82), (564, 32, 1121, 82), (511, 33, 1121, 82), (512, 33, 1121, 82), (563, 33, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(512, 28, 1121, 82), (563, 28, 1121, 82)])
18:39:22 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(615, 30, 1121, 82), (615, 31, 1121, 82), (615, 32, 1121, 82)]', 'distance': '25'}
18:39:22 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(615, 30, 1121, 82)])
